article_name,article_content
255.txt,"call overhaul uk state pension uk pension system branded inadequate complex leading retirement think-tank . pension policy institute ( ppi ) said replacing state pension `` citizen 's pension '' would help tackle inequality complexity . change would see pension calculated length residency uk rather national insurance ( ni ) contribution . reform could reduce poverty aiding people broken employment record . ppi added state system reformed government look option overhaul private workplace pension . think tank 's proposal made response recent publication pension commission 's initial report uk retirement saving . according pension commission 's report 12 million working people saving enough retirement . result , living standard could fall next generation uk pensioner . report added combination higher tax , higher saving and/or higher average retirement age needed solve uk pension crisis ."
256.txt,"singapore growth 8.1 % 2004 singapore 's economy grew 8.1 % 2004 , best performance since 2000 , figure trade ministry show . advance , second-fastest asia china , led growth 13.1 % key manufacturing sector . however , slower-than-expected fourth quarter point modest growth trade-driven economy 2005 global technology demand fall back . slowdown u china could hit electronics export , tsunami disaster may effect service sector . economic growth set halve singapore year 3 % 5 % . fourth quarter , city state 's gross domestic product ( gdp ) rose annual rate 2.4 % . third quarter , fell 3.0 % , well analyst forecast . `` surprised weak fourth quarter number . main drag came electronics , '' said lian chia liang , economist jp morgan chase . singapore 's economy contracted summer , weighed soaring oil price . economy 's poor performance july september period followed four consecutive quarter double-digit growth singapore bounced back strongly effect deadly sars virus 2003 ."
257.txt,"turkey knock six zero lira turkey relaunch currency saturday , knocking six zero lira hope boosting trade powering growing economy . change see end dizzyingly-high denomination five million lira - enough short taxi ride - 20m note , worth $ 15 . valuation product decade inflation , recently 2001 , high 70 % . inflation since tamed economic prospect improving . currency - officially known new lira - launched midnight 1 january . point , one-million lira note become new one-lira coin . government hope change seen promise growing economic stability turkey embarks long process trying join european union . everyday level , hoped change stimulate international trade end confusion among foreign investor turk alike . `` transition new turkish lira show clearly economy broken vicious circle imprisoned long year , '' said sureyya serdengecti , head turkish central bank . `` new lira also symbol stable economy dreamed long year . '' turkish economy teetered brink collapse 2001 lira plunged value two million people lost job . turkey turn international monetary fund financial assistance , accepting $ 18bn loan return pushing wide-ranging austerity programme . tough measure borne fruit . inflation fell 10 % earlier year first time decade export 30 % year . meanwhile , economy expanding healthy rate , 7.9 % growth expected 2004. government hope new currency cement country 's economic progress , two week eu leader set date start turkey 's accession talk . slimmed-down lira likely widely welcomed business community . `` turkish lira like funny money , '' tevfik aksoy , chief turkish economist deutsche bank , told associated press . `` least cosmetic term look like real currency . '' however , feel quite happy seeing nominal value investment reduced . `` person 10 billion lira investment suddenly decrease , '' shop owner hayriye evren , told associated press . `` definitely affect people psychologically . ''"
258.txt,"korea spending boost economy south korea boost state spending next year effort create job kick start sputtering economy . earmarked 100 trillion ( $ 96bn ) first six month 2005 , 60 % total annual budget . government 's main problem `` slumping consumption contraction construction industry '' . aim create 400,000 job focus infrastructure home building , well providing public firm money hire new worker . government set economic growth rate target 5 % next year hinted would danger unless took action . `` internal external economic condition likely remain unfavourable 2005 , '' finance economy ministry said statement . blamed `` continuing uncertainty fluctuating oil price foreign exchange rate stagnant domestic demand shown sign quick rebound '' . 2004 , growth 4.7 % 4.8 % , ministry said . everyone convinced plan work . `` primary worry centre believe government 's overly optimistic view front loading budget enough turn economy around , '' consultancy 4cast said report . problem facing south korea many consumer reeling effect credit bubble recently burst . million south korean defaulting credit card bill , country 's biggest card lender hovering verge bankruptcy month . part spending plan , government said ask firm `` roll mortgage loan come due first half 2005 '' . also pledged look way helping family low income . government voiced concern effect redundancy building trade . `` given economic spill employment effect construction sector , sharp downturn construction industry could adverse effect , '' ministry said . result , south korea give private company also given chance build school , hospital , house public building . also look real estate tax system . plan table include promoting new industry bio-technology nano-technology , well offering increased support small medium sized business . `` focus job creation economic recovery , given unfavourable domestic global condition likely dog korean economy 2005 , '' ministry said ."
259.txt,"latin america see strong growth latin america 's economy grew 5.5 % 2004 , best performance since 1980 , export registered best performance two decade . united nation ' economic commission latin america caribbean said region grew 5.5 % year . inter-american development bank ( iadb ) said regional export reached $ 445.1bn ( £227bn ; 331bn euro ) 2004. doubt strength u recovery overheating chinese economy however pose risk 2005. organisation also warned high oil price raise risk either inflation recession . nevertheless , economic commission latin america caribbean ( eclac ) still forecast growth 4 % 2005. strong recovery country , venezuela uruguay , boosted overall performance region . eclac also said six largest latin american economy ( argentina , brazil , chile , colombia , mexico venezuela ) grew 3 % second time 20 year . chinese u economic strength helped boost export , strong demand agricultural mining product . fact , latin american export china grew 34 % , $ 14bn . higher oil price also helped boost export , mexico venezuela important oil exporter . regional bloc well free trade agreement u contributed region 's strong performance , iadb said ."
260.txt,"asia share defy post-quake gloom indonesian , indian hong kong stock market reached record high . investor seemed feel worst-affected area under-developed tragedy would little impact asia 's listed firm . `` obviously lot loss life , lot time needed clean mess , bury people find missing , '' said abn amro 's eddie wong . `` [ ] 's necessarily really big thing economic sense . '' india 's bombay stock exchange inched slightly previous record close wednesday . expectation strong corporate earnings 2005 drove indonesian stock exchange jakarta record high wednesday . hong kong , hang seng index may benefiting part potential listed property company gain rebuilding contract tsunami-affected region south east asia . sri lanka , economist said much 1 % annual growth may lost . sri lanka 's stock market fallen 5 % since weekend , still 40 % higher start 2004. thailand may lose 30bn baht ( £398m ; $ 768m ) earnings tourism next three month , according tourism minister sontaya kunplome . affected province , expects loss tourism revenue offset government reconstruction spending . thailand intends spend similar sum - around 30bn baht - rebuilding work . `` take fourth quarter next year tourist visitor phuket five province return normal level , '' said naris chaiyasoot , director general ministry 's fiscal policy office . maldives cost reconstruction could wipe economic growth , according government spokesman . `` nation peril , '' said ahmed shaheed , chief government spokesman . estimated economic cost disaster hundred million dollar . maldives gross domestic product $ 660m . `` wo n't surprising cost exceeds gdp , '' said . `` last year , made great progress standard living - united nation recognised . see disappear day , minute . '' shaheed noted investment single tourist resort - economic mainstay - could run $ 40m . 10 12 80-odd resort severely damaged , similar number suffered significant damage . however , many expert , including world bank , pointed still difficult ass magnitude disaster likely economic impact . part , scale , delivering aid recovering dead remain priority . `` calculator wait , '' said imf official briefing wednesday . `` financial world community turning toward reconstruction effort point people begin sense financial impact . ''"
261.txt,"booming market shed tear market , former british government minister michael heseltine said , morality . indeed , stock exchange trader around asia wasted little time regretting victim week 's disaster . stock market indonesia india hit all-time high week ; even sri lanka , comprehensively affected , main index lost 5 % since wave hit . bigger market afield barely twitched . msci world share index , measure global stock market performance , hit highest level week since early 2001 ; bbc global 30 risen 3 % past week . time - sentiment aside - insurance cost already estimated ten billion dollar , country around region looking trimming growth forecast . fact , market perfectly rational . start , notional insurance cost disaster little bearing corporate bottom line . overwhelming majority victim insurance : according estimate india , one-quarter affected wealthy enough afford insurance , one-quarter group taken policy . indonesia likely even lower take-up rate . insurance certainly place - , example , many tourist complex affected - cost borne far-away corner global reinsurance market , rather landing locally . second , stock market trade sort company likely damaged . biggest company traded soaring jakarta stock exchange oil , technology financial service - none hit flooding . tourist business , likely sufferer , either foreign-owned small share listed . listed suffered : confifi hotel holding , small sri lankan tourism firm , halved value week . winner well loser . asian stock market heavily inclined towards property construction company , many rubbing hand reconstruction opportunity . indonesia , share state construction company adhi karya semen gresik jumped sharply week . broadly , academic consensus major disaster largely neutral longer-term economic impact . according natural hazard research application information center colorado state university , little evidence disaster inevitably followed depression . need find money replace lost damaged property balanced beneficial effect reconstruction activity ; rarely , centre say , sort rebuilding boom , case sizeable indirect loss avoided . study 1993 de moines flood , disaster research center university delaware * , found 70 % local business worse disaster , another 18 % felt better . `` although commonly assumed basis anecdotal evidence disaster result business failure bankruptcy large scale , research indicates business , even especially hard-hit , indeed recover , '' author concluded . disaster vast psychological impact , market driven psychological factor . particular , many analyst warn panic spreading unchecked global financial system , investor seek cover unforeseeable effect unguessable event . fact , , risk lower seem . even costliest natural disaster rendered minuscule global capital market - currently $ 30 trillion rising . series recent shock , colorado centre argued , demonstrated seamless global contagion hardly ever happens : market tremor rarely translate economic slump , economic woe rarely seriously undermine market . trillion-dollar debt japan 's bank , example , effect stock market afield tokyo . u stock market way long 11 september , 2001 ; rose 20 % six month following attack . `` broking community indifferent disaster feeling , '' one bombay trader said week . `` reaction would seen business affected . business sense probably tends overrule everything else . ''"
262.txt,"asian quake hit european share share europe 's leading reinsurers travel firm fallen scale damage wrought tsunami across south asia become apparent . 23,000 people killed following massive underwater earthquake many worst hit area popular tourist destination . reisurance firm swiss munich lost value investor worried rebuilding cost . disaster little impact stock market u asia . currency including thai baht indonesian rupiah weakened analyst warned economic growth may slow . `` came worst possible time , '' said han goetti , singapore-based fund manager . `` impact tourist industry pretty devastating , especially thailand . '' travel-related share dropped europe , company germany 's tui lufthansa france 's club mediterranne sliding . insurer reinsurance firm also pressure europe . share munich swiss - world 's two biggest reinsurers - fell 1.7 % market speculated cost rebuilding asia . zurich financial , allianz axa also suffered decline value . however , loss much smaller , reflecting market 's view reinsurers likely pick bulk cost . worry size insurance liability dragged european share , although impact exacerbated light post-christmas trading . germany 's benchmark dax index closed day 16.29 point lower 3.817.69 france 's cac index leading share fell 5.07 point 3.817.69. investor pointed , however , decline probably would industry specific , travel insurance firm hit hardest . `` 's still early concrete damage figure , '' swiss 's spokesman floiran woest told associated press . `` also fact damage widely spread geographically . '' unfolding scale disaster south asia little immediate impact u share , however . dow jones index risen 20.54 point , 0.2 % , 10,847.66 late morning analsyts cheered encouraging report retailer post-christmas sale . asian market , adjustment made quickly account lower earnings cost repair . thai airway shed almost 4 % . country relies tourism 6 % total economy . singapore airline dropped 2.6 % . 5 % singapore 's annual gross domestic product ( gdp ) come tourism . malaysia 's budget airline , airasia fell 2.9 % . resort operator tanco holding slumped 5 % . travel company also took hit , japan 's kinki nippon sliding 1.5 % dropping 3.3 % . however , overall impact asia 's largest stock market , japan 's nikkei , slight . share fell 0.03 % . concern strength economic growth going forward weighed currency market . indonesian rupiah lost much 0.6 % u dollar , bouncing back slightly trade 9,300. thai baht lost 0.3 % u currency , trading 39.10. india , 2,000 people thought died , rupee shed 0.1 % dollar analyst said difficult predict total cost disaster warned share price currency would come increasing pressure bill mounted ."
263.txt,"split-caps pay £194m compensation investor lost money following split-capital investment trust scandal receive £194m compensation , uk 's financial watchdog announced . eighteen investment firm involved sale investment agreed compensation package financial service authority ( fsa ) . split marketed low-risk way benefit rising share price . stock market collapsed 2000 , product left thousand investor pocket . estimated 50,000 people took split-capital fund , investing life saving scheme . paying compensation overseen independent company , fsa said . detail investor able claim share compensation package announced new year . `` save investor take case financial ombudsman service , something , doubt , welcome , '' rob mcivor , fsa spokesman , told bbc news . agreeing pay compensation mean eighteen firm involved admitting guilt , fsa added . investor accepting compensation waive right take case financial ombudsman service . fsa investigating whether investor misled risk posed split-capital investment trust . fsa 's 60 strong investigation team looked whether fund manager colluded so-called `` magic circle '' , hope propping one another 's share price . firm involved presented 780 file evidence detailing 27,000 taped conversation 70 interview . may , fsa widely reported asked firm pay £350m compensation . mr mcivor told bbc final settlement figure smaller two unnamed firm pulled compensation negotiation . investor two firm may take compensation claim financial ombudsman service court ."
264.txt,"french suitor hold lse meeting european stock market euronext met london stock exchange ( lse ) amid speculation may ready launch cash bid . euronext chief jean-francois theodore held talk lse bos clara furse day rival deutsche boerse put forward bid case . german exchange said held `` constructive , professional friendly '' talk lse . euronext declined comment talk ended friday . speculation mounting german may raise bid £1.5bn . deutsche boerse previously offered £1.3bn , rejected lse , euronext rumoured facility place fund £1.4bn cash bid . far , however , neither tabled formal bid . deal either bidder would create biggest stock market operator europe second biggest world new york stock exchange . speculation euronext would use friday 's meeting opportunity take advantage growing disquiet deutsche boerse 's plan dominance london market . union deutsche boerse staff frankfurt reportedly expressed fear 300 job would moved london takeover successful . `` work council expressed concern equity derivative trade could managed london future , '' reuters news agency report union source saying . german politician also said angry market operator 's promise move headquarters london bid successful . meanwhile , lse shareholder fear deutsche boerse 's control clearstream unit - clearing house process security transaction - would create monopoly situation . would weaken position shareholder negotiating lower transaction fee share dealing . lse euronext control clearing settlement operation , situation critic say transparent competitive . german group 's ownership clearstream seen main stumbling block london-frankfurt merger . commentator believe deutsche boerse , formally asked german authority approve plan buy lse , may offer sell clearstream gain shareholder approval . euronext , far , given little away sweetener offer lse - europe 's biggest equity market - deal ."
265.txt,"troubled marsh sec scrutiny u stock market regulator investigating troubled insurance broker marsh & mclennan 's shareholder transaction , firm said . security exchange commission asked information transaction involving holder 5 % firm 's share . marsh said co-operating fully sec investigation . marsh also focus inquiry new york attorney-general whether insurer rigged market . since inquiry launched october , marsh replaced chief executive held boardroom shake-out meet criticism lessening number company executive board . prosecutor allege marsh - world 's biggest insurance broker - u insurance firm may fixed bid corporate cover . issue heart inquiry new york 's top law officer , eliot spitzer , separate prosecution five insurer state california . sec 's investigation so-called related party transaction includes dealing trident fund , managed mmc capital , company 's private equity firm . marsh 's new chief executive , michael cherkasky , trying negotiate settlement mr spitzer . mr spitzer built reputation fierce critic campaigner corporate america 's misdeed . uncertainty unleashed scandal prompted three credit rating agency - standard & poor 's , moody 's fitch - downgrade marsh recent week . according financial time , insurance analyst questioning whether marsh able maintain strong record earning growth draw forecast first quarter next year . doubt also exist much company may pay regulator lawyer put scandal behind ."
266.txt,"could yukos blessing disguise ? thing equal , notion entrepreneur languishing jail company sold song ought bad business . looking-glass world modern russia , opposite might true , new report * argued . study , centre economic policy research , praise rough handling oil company yukos . argues rigorous tax policing benefited russian firm , even target tax police . `` increase tax enforcement increase amount [ dividend income ] outside shareholder receive , even accounting increased level taxation , '' author say . paper 's reasoning complex , based sophisticated model relationship tax regime corporate governance - particular , propensity management steal company . calculation demonstrated many russian analyst already knew : increasing tax rate increase amount manager steal , since undeclared income becomes relatively valuable . west , meanwhile , higher tax rate translate far smoothly higher government revenue . hand , increasing rigour tax collected encourages company become transparent , forcing able demonstrate financial position far accurately . net result , author say , extra amount company pay tax compensated greater efficiency financial soundness . vladimir putin became president 2000 , raise tax , put lot effort - much , critic argue - enforcement . since , russian stock market trebled value , rise author attribute least part newly tough approach . report highlight case sibneft , russian oil company came close merging yukos last year . mr putin came power , company 's overall effective tax rate rose 2.6 % 10.4 % , sibneft target series aggressive raid fiscal police . shareholder benefited hugely : sibneft started pay dividend - $ 53m 2000 almost $ 1bn 2001 - closed network opaque subsidiary previously used siphoning unofficial fund . according author , although variety change sweeping russian industry time , increase tax enforcement likely explanation change fortune sibneft many peer . analysis make sense ? part , certainly . fault , corporate russia become far orderly law-abiding since 2000. company rushed list share international stock exchange - something unthinkable wilder day 1990s - large firm produce account international standard . foreign direct investment , long negligible , starting flow serious amount - $ 7bn 2003 - stock market return among healthiest europe . author ' model quite cover complexity . start , model assumes various party clearly-defined motivation : company want maximise profit , government want maximise tax revenue . fact , alarmingly close connection big business government russia - connection often greased bribery - blur apparently antagonistic relationship . company , example , persuade official overlook non-payment tax . author ' definition tax enforcement seems unrealistically western . genuine , disinterested tax collection might well work wonder russia ; problem recent example erratic unpredictable way law enforced . case yukos , example , moved fit start , little clarity government intention , little faith investor letter law would followed . far commentator concerned , state pursuing yukos political vendetta , rather simply enforce fiscal rectitude . since yukos ' founder , mikhail khodorkovsky , arrested year ago , russian market dropped 10 % - indication investor feel optimistic salutary effect corporate performance ."
267.txt,"nasdaq planning $ 100m share sale owner technology-dominated nasdaq stock index plan sell share public list market operates . according registration document filed security exchange commission , nasdaq stock market plan raise $ 100m ( £52m ) sale . observer see another step closer full public listing . however nasdaq , icon 1990s technology boom , recently poured cold water suggestion . company first sold share private placement 2000 2001. technically went public 2002 stock started trading otc bulletin board , list equity trade occasionally . nasdaq make money sale , investor bought share private placings , filing document said . nasdaq made share technology firm company high growth potential . potent symbol 1990s internet telecom boom , nose-diving bubble burst . recovery fortune tech giant intel , dot.com survivor amazon helped revive fortune ."
268.txt,"giving financial gift child child grandchild may want latest toy christmas , giving present help financial future ? gift financial variety might longer lasting impact . may encourage child save start fund could count towards university cost , example . government trying encourage saving early age , new child trust fund . first voucher , worth £250 £500 low-income family , distributed january . child born 1st september 2002 eligible . parent need decide financial institution manage gift time start scheme april 2005. parent relative able top fund £1,200 year , grow free income capital gain tax . child trust fund force time christmas , relative could invest gift higher rate child 's deposit account , use feeder fund . account designed start child saving habit often pay higher rate interest . best instant-access account currently available include ladybird account saffron walden building society , paying 5.35 % minimum balance £1 alliance & leicester firstsaver pay 5.25 % , also starting £1 . interest earned child subject income tax . however , child , like adult , personal income tax allowance ( £4,745 current tax year ) . account hold money gifted friend relative - parent - interest earned saving account may set allowance . long total amount interest fall within allowance , tax payable . account opened form `` r85 '' , available bank building society , completed . confirms account holder non-taxpayer allows interest received without deduction income tax . tax rule different parent save behalf child . £100 interest ( per parent ) tax-free . interest exceeds level , whole interest taxed parent . prevent parent holding cash saving child 's name taking advantage tax allowance . parent relative saving behalf child , consideration given opening separate account - one parent ' gift one gift relative . therefore , may preferable parent contribute child trust fund tax free , gift relative take total annual £1,200 limit directed deposit account . another favourite solution premium bond . promise rich far greater mere deposit account , make great present . parent guardian responsible bond receive notification purchase . prize sent parent child 's guardian . minimum purchase £100 bond sold multiple £10 . gift opportunity beyond cash account ignored . longer term , stock market fund outperformed type investment , although shorter term volatile . one benefit investing child investment generally longer term - ten year - help reduce risk associated investing share . one way spread risk invest stock market unit investment trust . pooled investment fund give access wide range share . fund may actively managed , fund manager pick individual stock based view future potential , passive , manager invests share comprise stock market index , example , ftse 100. exchange traded fund offer alternative way track stock market . single share give return underlying index ( really another form tracker ) . difference charge quite low . drawback financial gift child gain absolute right money age 18 , parent control spent . larger gift may worthwhile taking professional advice establishment suitable trust allow ongoing control capital income ."
269.txt,"air china $ 1bn london listing china 's national airline make overseas stock market debut dual listing london hong kong , london stock exchange ( lse ) said . air china plan raise $ 1bn ( £514m ) flotation . share trading begin 15 december , lse said . china 's aviation authority , listing part modernisation airline sector cope soaring demand air travel . detail share price number share given . lse working hard woo chinese company choose london , rather new york listing . opened asia-pacific office hong kong last month . `` delighted air china chosen london listing outside china , '' said lse chief executive clara furse . `` london stock exchange offer ambitious chinese company access world 's international equity market combined high regulatory corporate governance standard , '' said . spokesman lse said : `` 've engaged ( air china ) 18 month , two year . '' part pitch bring listing london , lse thought highlighting extra cost red-tape imposed new u law passed since enron scandal , whilst stressing london 's strong regulatory environment . germany 's chancellor gerhard schroeder began three-day visit beijing monday signing deal worth 1bn euro ( $ 1.3bn ; £690m ) airbus sell 23 new plane air china , deutsche welle radio station reported . china 's booming economy created huge demand air travel among middle-class chinese , turning country sale battleground rival plane maker airbus boeing . air china 's long-awaited flotation part strategy modernise dozen state-owned carrier , reorganised three group air china , china southern china eastern . merrill lynch sole bookrunners air china 's flotation , take form share placing institutional investor london , though retail investor may able buy air china share hong kong . air china 's primary listing hong kong , secondary listing london . share denominated hong kong dollar . however , investor may wary chinese stock . collapse last week china aviation oil , singapore-listed arm chinese jet fuel trader , cast spotlight corporate governance shortcoming chinese firm ."
270.txt,"oil price reach three-month low oil price fallen heavily second day , closing three-month low news u crude stock improved ahead winter . london brent crude closed $ 40.15 thursday - drop 5.1 % - dived $ 40 barrel first time since mid-september . u light crude traded new york lost $ 2 $ 43.25 , lowest close since 10 september . price benchmark crude dropped 12 % two day . fall triggered energy information administration ( eia ) said wednesday u crude stock 3.5 % higher year ago . news calmed worry winter shortage . weak u fuel heating oil stock persistent factor pushing oil price . `` 's amazing quickly sentiment changed , '' said rick mueller , analyst energy security analysis . analyst also attributed fall mild early-winter weather , tempered demand heating oil . stronger fuel inventory helped boost u stock market nine-month high wednesday , though nasdaq index hung onto gain end thursday . london , ftse 100 index closed 15 point higher 4,751. long-awaited drop oil price helped ease persistent investor jitter impact energy cost company profit economic growth . however , trader warned fall could short-lived cold snap north america winter major supply problem part world . price crude still 30 % start 2004 , fallen record $ 55.67 set late october . opec nation increased production 25-year high meet global demand helped rebuild u stock hit supply disruption hurricane ivan september . trader also encouraged comment wednesday energy minister opec member algeria . chakib khelil said cartel likely keep output unchanged meet next week . however , analyst believe sharp fall crude price may harden opec 's attitude over-production , leading scaling back oil output . fear still remain level u heating oil stock , rising remain 2004 level . cold spell north america would start deplete supply could spark price rise . analyst , however , say price fall inventory continue rise . `` mother nature going huge next several week , '' said kyle cooper , citigroup global market . `` long term think 're headed $ 30-35 n't think 're yet . lot winter left . '' john person , president national future advisory service , said eia data indicated adequate supply next three month u . ."
271.txt,"arsenal 'may seek full share listing ' arsenal vice-chairman david dein said club may consider seeking full listing share london stock exchange . speaking soccerex football business forum dubai , said full listing `` one option '' funding club move new stadium . club - currently listed smaller ofex share exchange - due move new 60,000-seater emirate stadium ashburton grove start 2006/07 season . mr dein also warned current level tv coverage premiership may reaching saturation level , sign match attendance dropping first month season . arsenal move new stadium see proportion turnover medium earnings drop 52 % season 34 % two year ' time . club hoping increase matchday earnings 29 % 40 % turnover , ruled money-earning mean , including full share listing . `` new stadium open go thorough financial review , '' mr dein said . `` listing would one option , flexible decision made issue yet . `` want best financial health - maybe club ( listing ) , manchester united success . '' mr dein said , although television money coverage driven english game forward past 10 year , feared might many game shown . since formation premier league season 1992/93 , premiership club seen income television soar . `` television driving force past 10 year ... must constantly improve want remain world 's leading league competition . `` must monitor quality product ensure attendance decline , must balance quantity exposure tv . `` think practically reached saturation point ... sometimes think le . '' club funding move ashburton grove number source , including debt bank , money already receive coming year sponsor , sale surplus property , including highbury stadium . also looking create new revenue stream overseas market , including asia . `` two executive travelling round japan china moment building relationship organisation club , know supporter club growing , around world . `` got good product , important go look market , make sure case . ''"
272.txt,"market signal brazilian recovery brazilian stock market risen record high investor display growing confidence durability country 's economic recovery . main bovespa index sao paolo stock exchange closed 24,997 point friday , topping previous record market close reached previous day . market 's buoyancy reflects optimism brazilian economy , could grow much 4.5 % 2004. brazil recovering last year 's recession - worst decade . economic output declined 0.2 % 2003 president luiz inacio lula da silva - elected brazil 's first working-class president 2002 - strongly criticised pursuing hardline economic policy . investor praised handling economy foreign investment risen , unemployment fallen inflation brought control . analyst believe stock market rise 25,000 mark first time long . `` space gain end year , somewhere 27,000 point , '' said paschoal tadeu buonomo , head equity trading broker tov . brazil 's currency , real , also rose highest level dollar two year friday . although interest rate still stand punitive 17.25 % , inflation fallen 9 % 7 % export booming , particularly agricultural product . `` first time decade , three economic policy pillar line recovery , '' finance minister antonio palocci told associated press news agency . `` government account surplus , current account surplus inflation control . '' investor deeply suspicious president da silva , former trade union leader campaigned programme extensive land redistribution large rise minimum wage . however , mr da silva stuck orthodox monetary policy inherited predecessor even face last year 's economic crisis . earned disapproval rural farm worker , thousand took street brasilia thursday protest government policy . president da silva defended policy , arguing brazil afford continue cycle boom bust afflicted recent decade ."
274.txt,"google share fall staff sell share google fallen 6.7 % employee early investor web search took advantage first chance sell holding . restriction imposed ahead flotation august , prevent share dumped quickly onto market . one closely-watched initial public offering stock market history , us-based company sold 19.6 million share $ 85 . google share risen since fell $ 12.33 tuesday close $ 172.55 . restriction - known lockup - eased piecemeal : , 227 million additional share become free trade february 2005. selling share could turn many google 's worker millionaire . fear potential increase share circulation tuesday would ease demand stock . however , analyst say expected shareholder would holding back selling share immediately , google 's good performance future growth potential mean demand hold . first earnings report since floating stock market , google said made net profit $ 52m three month ending 30 september . sale surged $ 805.9m third quarter , $ 393.9m year earlier . google 's main service - internet search - free user , firm make much money selling advertising space linked word user search . also sell use technology company need make either website , internal information system , searchable ."
273.txt,"market fall weak dollar fear rising oil price sinking dollar hit share monday finance minister ' meeting stern word fed chief alan greenspan . london ftse fell 0.8 % tokyo 's nikkei 225 dropped 2.11 % , steepest fall three month . g20 finance minister said nothing supporting dollar , whose slide could jeopardise growth japan europe . mr greenspan warned asian state could soon stop funding u deficit . monday afternoon , euro close all-time high dollar $ 1.30 . oil pushed higher monday , investor fretted cold weather u europe potential output cut oil producer ' group opec , although price cooled end day . london , benchmark brent crude price closed 51 cent $ 44.38 barrel , new york light sweet crude closed 25 cent $ 48.64 barrel . slide come u attempting talk traditional `` strong dollar '' policy . latest pitch president george w bush , told asia pacific economic co-operation ( apec ) summit chile remained committed halving budget deficit . together $ 500bn trade gap , red ink spreading across america 's public finance widely seen key factor driving dollar lower . last week u treasury secretary john snow told audience uk policy remained unaltered . also said rate entirely market - signal trader took advice sell dollar . looked g20 meeting direction . mr snow made clear exchange rate agenda . u government , letting dollar drift useful short-term fix . u export get affordable , helping perhaps close trade gap . meantime , debt keep getting bigger , congress authorising $ 800bn rise u owe - taking total $ 8.2 trillion . speech friday , federal reserve chairman alan greenspan warned longer term thing likely get tricky . present , much gap public debt covered selling bond asian state japan china , since dollar seen world 's reserve currency . similarly , asian investment help bridge gap current account - deficit u whole spends earns . already turning cautious - auction debt august found taker . mr greenspan said could turn trend , fall dollar kept eating value investment . `` seems persuasive , given size u current account deficit , diminished appetite adding dollar balance must occur point , '' said ."
276.txt,"india power share jump debut share india 's largest power producer , national thermal power corp ( ntpc ) risen 13 % stock market debut . government 's partial sell-off ntpc part controversial programme privatise state-run firm . 865 million share offer , mix new share sale government , raised 54bn rupee ( $ 1.2bn ) . india 's second $ 1bn stock debut three month , coming flotation software firm tata . share offer eleven time oversubscribed . `` good investment bet , '' said suhas naik , investment analyst ing mutual fund . `` power need india set rise ntpc benefit . '' analyst say success ntpc flotation would encourage government reduce stake power company . ntpc said use money share sale feed growing need country 's energy-starved economy . firm largest utility company india , sixth largest power producer world ."
275.txt,"five million german work germany 's unemployment figure rose psychologically important level five million last month . wednesday , german federal labour agency said jobless total reached 5.037 million january , take jobless rate 12.1 % . `` yes , effectively five million people unemployed , '' government minister said earlier zdf public television . unemployment high germany since 1930s . change way statistic compiled partly explain jump 572,900 number . figure embarrassing government . `` figure apparently worst 've seen post-war period , number charged politically , '' said christian jasperneite , economist mm warburg . `` could well put end recent renaissance 've seen spd [ ruling social democrat ] poll , state election due schleswig-holstein north rhine-westphalia , may adverse effect government 's chance . '' opposition also made political capital figure . said 1.5 million-2 million people subsidised employment scheme , fact , looking real job . added government reform , including unpopular benefit cut , go far enough . government 's controversial `` hartz iv '' reform , came effect beginning year , unemployment benefit welfare support long-term unemployed officially classified looking work . bad winter weather also took toll , key sector construction sector laid worker . adjusted seasonal factor , german jobless total rose 227,000 january december ."
